date,direction,gap_pct,prior_close,open,close,final_reversal,price_30m,original_side_30m,crossed_by_30m,price_60m,original_side_60m,crossed_by_60m,price_120m,original_side_120m,crossed_by_120m
2025-09-08,up,0.4009998958441896,576.06,578.37,578.87,False,579.84,True,False,580.25,True,False,580.565,True,False
2025-09-09,up,0.1382002867655885,578.87,579.67,580.51,False,579.2,True,False,579.08,True,True,578.43,False,True
2025-09-10,up,0.5564072970319245,580.51,583.74,580.7,False,582.035,True,False,582.85,True,False,582.33,True,False
2025-09-11,up,0.4374031341484397,580.7,583.24,584.08,False,583.28,True,False,582.95,True,False,584.68,True,False
2025-09-12,up,0.16436104643198224,584.08,585.04,586.66,False,585.145,True,False,585.75,True,False,586.135,True,False
2025-09-15,up,0.30341253877885777,586.66,588.44,591.68,False,590.43,True,False,590.2907,True,False,590.278,True,False
2025-09-16,up,0.15717955651703974,591.68,592.61,591.18,True,591.37,False,True,591.405,False,True,590.92,False,True
2025-09-18,up,0.8322033898304992,590.0,594.91,595.32,False,595.32,True,False,597.45,True,False,597.34,True,False
2025-09-19,up,0.3376335416246601,595.32,597.33,599.35,False,597.83,True,False,597.62,True,False,596.29,True,False
2025-09-22,down,-0.26862434303829286,599.35,597.74,602.2,True,599.17,True,False,599.9301,False,True,600.32,False,True
2025-09-24,up,0.23069207622867793,598.2,599.58,596.1,True,598.0013,False,True,597.93,False,True,597.355,False,True
2025-09-25,down,-0.6542526421741246,596.1,592.2,593.53,False,589.23,True,False,593.25,True,False,592.75,True,False
2025-09-26,up,0.13815645375971908,593.53,594.35,595.97,False,595.525,True,True,592.23,False,True,593.77,True,True
2025-09-29,up,0.5268721579945179,595.97,599.11,598.73,False,601.26,True,False,601.605,True,False,599.48,True,False
2025-10-01,down,-0.533004647134272,600.37,597.17,603.25,True,597.6,True,False,600.12,True,False,600.31,True,True
2025-10-02,up,0.6315789473684053,603.25,607.06,605.73,False,604.645,True,False,604.92,True,False,604.12,True,True
2025-10-03,up,0.12877024416819705,605.73,606.51,603.18,True,605.8856,True,False,605.465,False,True,606.5,True,True
2025-10-06,up,0.8737027089757765,603.18,608.45,607.71,False,607.03,True,False,606.745,True,False,607.1986,True,False
2025-10-07,up,0.21556334435832714,607.71,609.02,604.51,True,609.16,True,False,608.475,True,False,605.21,False,True
2025-10-08,up,0.14888091181286534,604.51,605.41,611.44,False,607.58,True,False,608.63,True,False,609.1,True,False
2025-10-10,up,0.11462256427050566,610.7,611.4,589.5,True,612.5,True,False,611.895,True,False,599.565,False,True
2025-10-13,up,1.7268871925360418,589.5,599.68,602.01,False,601.16,True,False,599.63,True,False,600.8956,True,False
2025-10-14,down,-1.1129383232836743,602.01,595.31,598.0,False,593.8,True,False,597.3,True,False,596.84,True,False
2025-10-15,up,1.0050167224080253,598.0,604.01,602.22,False,604.29,True,False,606.39,True,False,605.2156,True,False
2025-10-16,up,0.47989106970873774,602.22,605.11,599.99,True,605.5151,True,False,605.96,True,False,604.9462,True,False
2025-10-17,down,-0.34000566676111177,599.99,597.95,603.93,True,600.0,False,True,602.08,False,True,597.87,True,True
2025-10-20,up,0.5315185534747524,603.93,607.14,611.54,False,609.63,True,False,611.0991,True,False,611.99,True,False
2025-10-24,up,0.8860427789970204,610.58,615.99,617.1,False,616.97,True,False,616.76,True,False,617.61,True,False
2025-10-27,up,1.2023983146977724,617.1,624.52,628.09,False,625.3,True,False,625.795,True,False,626.5,True,False
2025-10-28,up,0.36141317327134104,628.09,630.36,632.92,False,630.585,True,False,630.19,True,False,630.155,True,False
2025-10-29,up,0.42185426278202875,632.92,635.59,635.77,False,636.835,True,False,636.32,True,False,635.265,True,False
2025-10-30,down,-0.5662425090834811,635.77,632.17,626.05,False,632.19,True,False,629.63,True,False,630.5599,True,False
2025-10-31,up,1.2970210047120956,626.05,634.17,629.07,False,631.8785,True,False,631.93,True,False,632.65,True,False
2025-11-03,up,0.9601475193539599,629.07,635.11,632.08,False,632.76,True,False,630.5299,True,False,630.695,True,False
2025-11-04,down,-1.3922288317934517,632.08,623.28,619.25,False,626.515,True,False,626.23,True,False,623.978,True,False
2025-11-05,down,-0.12272910779168589,619.25,618.49,623.28,True,621.98,False,True,622.04,False,True,623.35,False,True
2025-11-06,down,-0.2390578873058713,623.28,621.79,611.67,False,617.905,True,False,617.72,True,False,613.57,True,False
2025-11-07,down,-0.5493158075432825,611.67,608.31,609.74,False,606.08,True,False,604.95,True,False,600.75,True,False
2025-11-10,up,1.5055597467773074,609.74,618.92,623.23,False,621.29,True,False,621.46,True,False,617.6101,True,False
2025-11-11,down,-0.42680872230155265,623.23,620.57,621.57,False,621.08,True,False,619.12,True,False,618.31,True,False
2025-11-12,up,0.5260871663690381,621.57,624.84,621.08,True,620.35,False,True,620.81,False,True,620.03,False,True
2025-11-13,down,-0.5699748824628204,621.08,617.54,608.4,False,615.25,True,False,615.31,True,False,611.46,True,False
2025-11-14,down,-1.4546351084812614,608.4,599.55,608.86,True,605.16,True,False,606.48,True,False,612.08,False,True
2025-11-17,down,-0.42045790493711044,608.86,606.3,603.66,False,611.17,False,True,609.68,False,True,608.046,True,True
2025-11-18,down,-0.6692509028260907,603.66,599.62,596.31,False,594.86,True,False,595.38,True,False,597.87,True,False
2025-11-19,up,0.1274504871627391,596.31,597.07,599.87,False,603.9,True,False,605.3599,True,False,599.41,True,False
2025-11-20,up,1.958757730841687,599.87,611.62,585.67,True,613.16,True,False,612.78,True,False,604.29,True,False
2025-11-21,up,0.30734031109671545,585.67,587.47,590.07,False,586.892,True,True,583.6,False,True,586.78,True,True
2025-11-24,up,0.8829460911417231,590.07,595.28,605.16,False,599.19,True,False,600.52,True,False,603.55,True,False
2025-11-25,down,-0.2726551655760412,605.16,603.51,608.89,True,602.52,True,False,601.6606,True,False,603.42,True,False
2025-11-26,up,0.5945244625465973,608.89,612.51,614.27,False,611.16,True,False,611.72,True,False,614.9301,True,False
2025-11-28,up,0.2995425464372481,614.27,616.11,619.25,False,616.31,True,False,616.31,True,False,616.77,True,False
2025-12-01,down,-0.9075494549858676,619.25,613.63,617.17,False,616.28,True,False,615.29,True,False,616.68,True,False
2025-12-02,up,0.37104849555229524,617.17,619.46,622.0,False,621.99,True,False,621.3963,True,False,618.68,True,False
2025-12-03,down,-0.3826366559485539,622.0,619.62,623.52,True,619.67,True,False,620.41,True,False,621.34,True,True
2025-12-04,up,0.2261354888375644,623.52,624.93,622.94,True,621.21,False,True,622.0,False,True,621.82,False,True
2025-12-05,up,0.23116190965422057,622.94,624.38,625.48,False,627.0799,True,False,628.18,True,False,624.8399,True,False
2025-12-08,up,0.27658758073798584,625.48,627.21,624.28,True,626.03,True,False,624.99,False,True,624.07,False,True
2025-12-09,down,-0.20343435637854013,624.28,623.01,625.05,True,623.31,True,False,623.97,True,False,624.78,False,True
2025-12-10,down,-0.19198464122869296,625.05,623.85,627.61,True,623.45,True,False,623.56,True,False,623.84,True,False
2025-12-11,down,-0.603878204617514,627.61,623.82,625.58,False,618.29,True,False,622.77,True,False,619.57,True,False
2025-12-12,down,-0.5594808018159148,625.58,622.08,613.62,False,622.01,True,False,616.27,True,False,613.94,True,False
2025-12-15,up,0.7740947165998602,613.62,618.37,610.54,True,613.94,True,False,610.17,False,True,614.63,True,True
2025-12-16,down,-0.37343990565728014,610.54,608.26,611.75,True,612.11,False,True,608.5,True,True,608.3,True,True
2025-12-17,up,0.21413976297506299,611.75,613.06,600.41,True,611.06,False,True,610.71,False,True,604.74,False,True
2025-12-18,up,1.5639313136023736,600.41,609.8,609.11,False,609.68,True,False,610.8299,True,False,611.54,True,False
2025-12-19,up,0.4662540427837314,609.11,611.95,617.05,False,616.6501,True,False,615.4,True,False,616.2,True,False
2025-12-22,up,0.6968641114982743,617.05,621.35,619.21,False,620.58,True,False,619.18,True,False,619.74,True,False
2025-12-23,down,-0.16311106086788207,619.21,618.2,622.11,True,619.3101,False,True,618.8988,True,True,620.52,False,True
2025-12-26,up,0.11700030452135302,623.93,624.66,623.89,True,624.235,True,False,624.34,True,True,624.3,True,True
2025-12-29,down,-0.6074788824953048,623.89,620.1,620.87,False,620.48,True,False,621.03,True,False,620.07,True,False
2025-12-30,down,-0.16589624236957867,620.87,619.84,619.43,False,621.32,False,True,619.945,True,True,621.71,False,True
2026-01-02,up,0.93600950660091,614.31,620.06,613.12,True,621.19,True,False,615.41,True,False,612.76,False,True
2026-01-05,up,1.0112212943632626,613.12,619.32,617.99,False,618.06,True,False,619.9801,True,False,620.24,True,False
2026-01-06,up,0.20065049596271756,617.99,619.23,623.42,False,621.9844,True,False,622.43,True,False,620.2,True,False
2026-01-08,down,-0.15864876125765148,624.02,623.03,620.47,False,618.62,True,False,620.87,True,False,619.1,True,False
2026-01-09,up,0.15149805792382676,620.47,621.41,626.65,False,621.9215,True,True,624.74,True,True,624.9707,True,True
2026-01-12,down,-0.6925716109471014,626.65,622.31,627.17,True,625.97,True,False,626.48,True,True,626.93,False,True
2026-01-14,down,-0.6387327542156318,626.24,622.24,619.55,False,618.52,True,False,619.17,True,False,618.31,True,False
2026-01-15,up,1.1379226858203584,619.55,626.6,621.78,False,625.16,True,False,625.14,True,False,626.17,True,False
2026-01-16,up,0.5982823506706536,621.78,625.5,621.26,True,622.19,True,False,620.75,False,True,621.8499,True,True
2026-01-20,down,-1.7271351768985643,621.26,610.53,608.06,False,612.5,True,False,613.436,True,False,614.45,True,False
2026-01-21,up,0.23188501134758788,608.06,609.47,616.28,False,612.6,True,True,613.9045,True,True,615.75,True,True
2026-01-22,up,0.9849419095216527,616.28,622.35,620.76,False,618.81,True,False,619.1,True,False,621.05,True,False
2026-01-23,down,-0.16592563953862216,620.76,619.73,622.72,True,621.13,False,True,623.05,False,True,624.0901,False,True
2026-01-27,up,0.551594026796276,625.46,628.91,631.13,False,630.56,True,False,630.32,True,False,631.44,True,False
2026-01-28,up,0.6860710154801719,631.13,635.46,633.22,False,635.46,True,False,634.69,True,False,633.79,True,False
2026-01-30,down,-0.5910109146370357,629.43,625.71,621.87,False,625.55,True,False,624.74,True,False,624.84,True,False
2026-02-02,down,-0.5097528422339015,621.87,618.7,626.14,True,623.72,False,True,626.48,False,True,627.14,False,True
2026-02-03,up,0.3449707733094831,626.14,628.3,616.52,True,620.96,False,True,618.92,False,True,617.68,False,True
2026-02-04,down,-0.2433011094530646,616.52,615.02,605.75,False,610.42,True,False,611.72,True,False,608.86,True,False
2026-02-05,down,-0.914568716467179,605.75,600.21,597.03,False,600.21,True,False,595.59,True,False,600.45,True,False
2026-02-06,up,0.5292866355124604,597.03,600.19,609.65,False,602.49,True,False,603.65,True,False,606.13,True,False
2026-02-09,down,-0.3461002214385278,609.65,607.54,614.32,True,608.86,True,True,610.525,False,True,614.71,False,True
2026-02-10,up,0.16033988800623344,614.32,615.305,611.47,True,615.7,True,True,615.93,True,True,614.69,True,True
2026-02-11,up,0.8029829754525819,611.47,616.38,613.11,False,613.63,True,False,608.12,False,True,610.96,False,True
2026-02-12,up,0.260964590367152,613.11,614.71,600.64,True,611.4,False,True,611.98,False,True,601.94,False,True
2026-02-17,down,-0.5889486975013236,601.92,598.375,601.3,False,594.16,True,False,595.2,True,False,600.06,True,False
2026-02-18,up,0.13470813237985713,601.3,602.11,605.79,False,605.26,True,True,608.07,True,True,608.94,True,True
2026-02-19,down,-0.4919196421202088,605.79,602.81,603.47,False,603.9203,True,False,603.4,True,False,603.75,True,False
2026-02-20,down,-0.5551228727194379,603.47,600.12,608.81,True,604.5699,False,True,606.35,False,True,606.47,False,True
2026-02-23,down,-0.3621819615315047,608.81,606.605,601.41,False,604.96,True,False,603.98,True,False,601.68,True,False
2026-02-24,up,0.1646131590761657,601.41,602.4,607.87,False,604.115,True,True,607.38,True,True,607.43,True,True
2026-02-25,up,0.5264283481665633,607.87,611.07,616.68,False,615.48,True,False,615.26,True,False,614.46,True,False
2026-02-26,down,-0.17675293507165568,616.68,615.59,609.24,False,611.975,True,False,605.7,True,False,608.72,True,False
2026-02-27,down,-1.0275096841967035,609.24,602.98,607.29,False,604.55,True,False,606.78,True,False,606.695,True,False
2026-03-02,down,-1.3881341698364746,607.29,598.86,608.09,True,604.1201,True,False,604.65,True,False,604.32,True,False
2026-03-03,down,-1.9339242546333568,608.09,596.33,601.58,False,595.24,True,False,592.03,True,False,598.35,True,False
2026-03-04,up,0.428870640646295,601.58,604.16,610.75,False,605.6601,True,False,610.99,True,False,610.17,True,False
2026-03-05,down,-0.5485059353254274,610.75,607.4,608.91,False,612.2397,False,True,608.015,True,True,606.95,True,True
2026-03-06,down,-1.4123597904452279,608.91,600.31,599.75,False,600.47,True,False,603.63,True,False,604.1599,True,False
2026-03-09,down,-0.9212171738224195,599.75,594.225,607.76,True,592.72,True,False,593.47,True,False,599.32,True,False
2026-03-11,up,0.19415239317506217,607.77,608.95,607.69,True,610.5101,True,False,608.75,True,True,606.54,False,True
2026-03-12,down,-0.8112689035528087,607.69,602.76,597.26,False,599.87,True,False,598.89,True,False,598.95,True,False
2026-03-13,up,0.4135552355758021,597.26,599.73,593.72,True,601.69,True,False,600.4447,True,False,595.48,False,True
2026-03-16,up,1.064474836623308,593.72,600.04,600.38,False,601.91,True,False,601.48,True,False,601.47,True,False
2026-03-17,up,0.45970885106099146,600.38,603.14,603.31,False,605.36,True,False,604.63,True,False,603.38,True,False
2026-03-18,down,-0.3016691253252768,603.31,601.49,594.9,False,602.4799,True,False,598.97,True,False,600.53,True,False
2026-03-19,down,-0.9060346276685172,594.9,589.51,593.02,False,591.3,True,False,589.51,True,False,590.37,True,False
2026-03-20,down,-0.3305116184951662,593.02,591.06,582.06,False,586.3,True,False,585.945,True,False,585.75,True,False
2026-03-23,up,1.4534584063498723,582.06,590.52,588.0,False,592.98,True,False,593.865,True,False,593.22,True,False
2026-03-24,down,-0.5425170068027341,588.0,584.81,583.98,False,583.88,True,False,583.63,True,False,586.8674,True,False
2026-03-25,up,0.8835919038323148,583.98,589.14,587.82,False,587.62,True,False,590.25,True,False,588.99,True,False
2026-03-26,down,-0.8880269470246005,587.82,582.6,573.79,False,583.99,True,False,582.97,True,False,580.88,True,False
2026-03-27,down,-0.5193537705432294,573.79,570.81,562.58,False,566.71,True,False,566.53,True,False,568.45,True,False
2026-03-30,up,0.8532119876284217,562.58,567.38,558.28,True,562.37,False,True,562.925,True,True,563.0,True,True
2026-03-31,up,1.0765207422798628,558.28,564.29,577.18,False,568.755,True,False,568.74,True,False,566.9526,True,False
2026-04-01,up,0.7450015593055914,577.18,581.48,584.31,False,582.1799,True,False,583.83,True,False,585.31,True,False
2026-04-02,down,-1.7696085981756093,584.31,573.97,584.98,True,577.19,True,False,578.23,True,False,583.96,True,True
2026-04-06,up,0.2136825190604874,584.98,586.23,588.5,False,589.5501,True,False,588.52,True,False,586.54,True,False
2026-04-07,down,-0.4859813084112208,588.5,585.64,588.59,True,582.71,True,False,582.4,True,False,581.39,True,False
2026-04-08,up,3.4183387417387356,588.59,608.71,606.09,False,605.78,True,False,605.15,True,False,604.17,True,False
2026-04-10,up,0.2704075779675241,610.19,611.84,611.07,False,611.87,True,False,612.42,True,False,612.5999,True,False
2026-04-13,down,-0.26019932249988775,611.07,609.48,617.39,True,611.64,False,True,611.37,False,True,611.7999,False,True
2026-04-14,up,0.4583812501012474,617.39,620.22,628.6,False,621.7699,True,False,623.71,True,False,624.47,True,False
2026-04-16,up,0.2839661123313464,637.4,639.21,640.47,False,636.35,False,True,637.1,False,True,639.65,True,True
2026-04-17,up,0.7994129311287068,640.47,645.59,648.85,False,646.45,True,False,646.63,True,False,649.07,True,False
2026-04-20,down,-0.12483624874779498,648.85,648.04,646.79,False,647.655,True,False,646.405,True,False,645.65,True,False
2026-04-21,up,0.2504676943057227,646.79,648.41,644.33,True,649.08,True,True,649.1682,True,True,646.31,False,True
2026-04-22,up,0.903263855477765,644.33,650.15,655.11,False,649.7501,True,False,652.76,True,False,652.78,True,False
2026-04-23,down,-0.23812794797820613,655.11,653.55,651.42,False,653.58,True,True,653.54,True,True,656.33,False,True
2026-04-24,up,1.0883915139234368,651.42,658.51,663.88,False,658.0201,True,False,658.2,True,False,661.2,True,False
2026-04-28,down,-1.0267527814160848,664.23,657.41,657.55,False,658.47,True,False,657.64,True,False,654.685,True,False
2026-04-29,up,0.16424606493803395,657.55,658.63,661.57,False,658.9344,True,True,660.0501,True,True,660.24,True,True
2026-04-30,up,0.5713681091947809,661.57,665.35,667.74,False,659.58,False,True,659.13,False,True,663.375,True,True
2026-05-01,up,0.21265762122981702,667.74,669.16,674.15,False,674.96,True,False,674.87,True,False,674.69,True,False
2026-05-05,up,0.7549637379621998,672.88,677.96,681.61,False,680.2199,True,False,681.12,True,False,681.38,True,False
2026-05-06,up,0.9052097240357382,681.61,687.78,695.77,False,689.63,True,False,688.4,True,False,692.29,True,False
2026-05-07,up,0.1164177817382317,695.77,696.58,694.94,True,697.27,True,True,699.52,True,True,699.08,True,True
2026-05-08,up,0.716608628082982,694.94,699.92,711.23,False,705.33,True,False,705.46,True,False,707.1901,True,False
2026-05-11,down,-0.12232329907343464,711.23,710.36,713.29,True,710.45,True,True,709.83,True,True,713.27,False,True
2026-05-12,down,-0.7107908424343501,713.29,708.22,707.24,False,706.1,True,False,705.0401,True,False,699.9336,True,False
2026-05-13,up,0.38459363158191984,707.24,709.96,714.71,False,707.1,False,True,708.79,True,True,710.57,True,True
2026-05-15,down,-1.340668806179579,719.79,710.14,708.93,False,706.88,True,False,710.435,True,False,711.4201,True,False
2026-05-18,up,0.36816046718293194,708.93,711.54,705.88,True,709.29,True,True,707.1006,False,True,702.34,False,True
2026-05-19,down,-0.8599195330651122,705.88,699.81,701.53,False,701.87,True,False,696.43,True,False,697.9,True,False
2026-05-20,up,0.5359713768477548,701.53,705.29,713.15,False,706.0,True,False,708.61,True,False,710.63,True,False
2026-05-21,down,-0.5833274907102282,713.15,708.99,714.51,True,710.65,True,False,708.265,True,False,709.36,True,False
2026-05-22,up,0.4982435515248351,714.51,718.07,717.54,False,719.545,True,False,717.72,True,False,721.14,True,False
2026-05-26,up,1.1734537447389837,717.54,725.96,730.28,False,728.44,True,False,729.9201,True,False,728.31,True,False
2026-05-27,up,0.36698252724982616,730.28,732.96,729.45,True,729.9,False,True,726.355,False,True,727.18,False,True
2026-05-29,up,0.30451332245786666,735.6,737.84,738.31,False,741.17,True,False,738.5,True,False,738.32,True,True
2026-06-01,down,-0.17201446546842858,738.31,737.04,742.74,True,736.45,True,True,738.13,True,True,740.52,False,True
2026-06-03,up,0.15412244022730004,746.16,747.31,744.21,True,742.66,False,True,746.55,True,True,745.23,False,True
2026-06-04,down,-1.1730559922602524,744.21,735.48,740.61,False,735.0,True,False,737.17,True,False,739.6105,True,False
2026-06-05,down,-1.4245014245014342,740.61,730.06,705.06,False,723.72,True,False,724.9599,True,False,722.3182,True,False
2026-06-08,up,1.808356735596961,705.06,717.81,716.07,False,713.54,True,False,717.56,True,False,720.252,True,False
2026-06-09,up,0.9649894563380723,716.07,722.98,707.83,True,721.505,True,False,715.95,False,True,701.73,False,True
2026-06-10,down,-0.8716782278230806,707.83,701.66,693.69,False,705.7,True,True,709.35,False,True,700.1,True,True
2026-06-11,up,0.8072770257607775,693.69,699.29,717.12,False,702.8,True,False,702.08,True,False,699.35,True,False
2026-06-15,up,2.3234535725178196,721.34,738.1,744.0,False,739.6799,True,False,740.992,True,False,743.12,True,False
2026-06-16,down,-0.23521505376343788,744.0,742.25,729.86,False,742.21,True,True,739.11,True,True,735.61,True,True
2026-06-17,up,0.7302770394322255,729.86,735.19,722.51,True,730.94,True,False,734.83,True,False,732.62,True,False
2026-06-18,up,2.033189852043571,722.51,737.2,740.62,False,734.205,True,False,735.52,True,False,736.9799,True,False
2026-06-22,up,0.1890308120223505,740.62,742.02,737.95,True,744.695,True,False,740.435,False,True,736.6286,False,True
2026-06-23,down,-3.009689003320015,737.95,715.74,713.65,False,720.71,True,False,722.015,True,False,715.77,True,False
2026-06-24,up,0.2410145029075883,713.65,715.37,710.62,True,714.75,True,True,715.15,True,True,717.42,True,True
2026-06-25,up,2.150235006051049,710.62,725.9,716.38,False,705.76,False,True,712.31,True,True,712.92,True,True
2026-06-26,down,-1.2912141600826432,716.38,707.13,706.52,False,709.12,True,False,712.66,True,False,712.521,True,False
2026-06-29,up,1.0572949102644058,706.52,713.99,724.08,False,713.3899,True,False,711.84,True,True,717.22,True,True
2026-07-01,down,-0.9790874524714721,736.4,729.19,725.17,False,730.17,True,False,730.28,True,False,731.6216,True,False
2026-07-06,up,1.0286275610440487,712.6,719.93,722.82,False,722.18,True,False,724.1,True,False,725.28,True,False
2026-07-07,down,-1.196701806812217,722.82,714.17,709.43,False,711.1728,True,False,707.21,True,False,707.4494,True,False
2026-07-08,down,-0.6314928886570814,709.43,704.95,711.44,True,708.95,True,True,707.2,True,True,701.45,True,True
2026-07-09,up,0.9684583380186629,711.44,718.33,723.28,False,722.17,True,False,718.74,True,False,721.36,True,False
2026-07-10,down,-0.3567083287246864,723.28,720.7,725.51,True,722.81,True,True,722.4541,True,True,724.0509,False,True
2026-07-13,down,-1.0737274468994196,725.51,717.72,711.74,False,715.77,True,False,717.5,True,False,717.66,True,False
2026-07-14,up,1.1914463146654786,711.74,720.22,719.69,False,719.39,True,False,717.18,True,False,722.01,True,False
2026-07-15,up,0.5780266503633502,719.69,723.85,717.74,True,720.66,True,True,718.215,False,True,716.21,False,True
2026-07-16,down,-0.7983392314765858,717.74,712.01,705.94,False,709.175,True,False,712.48,True,False,710.61,True,False
2026-07-17,down,-2.0242513528061945,705.94,691.65,695.33,False,693.35,True,False,697.0299,True,False,695.045,True,False
2026-07-20,up,0.9822674125954389,695.33,702.16,696.06,False,701.09,True,False,701.89,True,False,701.53,True,False
2026-07-21,up,1.5099273051173867,696.06,706.57,708.97,False,704.89,True,False,706.23,True,False,708.69,True,False
2026-07-22,down,-0.7546158511643641,708.97,703.62,705.35,False,708.1,True,False,706.6701,True,False,709.23,False,True
2026-07-23,down,-1.514141915361178,705.35,694.67,691.96,False,694.46,True,False,695.09,True,False,688.63,True,False
2026-07-24,down,-0.22400138736343722,691.96,690.41,684.23,False,685.22,True,True,686.88,True,True,689.47,True,True
2026-07-27,up,1.0888151644914634,684.23,691.68,682.12,True,685.8,True,False,679.46,False,True,679.12,False,True
