ticker,date,gap_pct,bars,session_open,session_close,first_hour_high,first_hour_low,first_hour_close,first_hour_return,first_hour_close_location,first_hour_max_close_drawdown,first_hour_directional_efficiency,pre_afternoon_high,pre_afternoon_high_minute,post_first_new_high,post_first_new_high_minute,afternoon_new_high,afternoon_new_high_minute,close_above_first_hour_high,close_above_pre_afternoon_high,close_within_2pct_of_hod,pullback_before_afternoon_hod,constructive_pullback_before_afternoon_hod,pre_hod_pullback_depth,reclaim_signal,reclaim_signal_minute,reclaim_signal_price,reclaim_new_hod_after,reclaim_to_close_return,reclaim_mfe,reclaim_mae,runner_loose,runner_primary,runner_strict
CIFR,2025-11-20,0.1491108071135432,390,16.8,14.55,17.47,15.97,17.4495,0.03866071428571427,0.9863333333333344,0.045535714285714346,0.1319129922619164,17.555,61,True,60.0,False,,False,False,False,False,False,,False,,,False,,,,True,False,False
CRDO,2025-12-02,0.14319523169520254,390,195.635,188.16,213.8,186.83,201.8029,0.03152758964397995,0.5551687059695952,0.06332794072823611,0.06739865178656314,213.8,13,False,,False,,False,False,False,False,False,,False,,,False,,,,False,False,False
HUT,2025-12-17,0.13785617367706915,390,41.93,40.17,44.6999,40.84,42.1191,0.004509897448127909,0.3313816420114513,0.054353390211046126,0.011951788344004373,44.6999,39,False,,False,,False,False,False,False,False,,False,,,False,,,,False,False,False
MU,2025-12-18,0.13750443419652347,390,256.53,248.535,263.65,246.2,250.05,-0.025260203484972377,0.22063037249283812,0.05810733832107229,0.0,263.65,6,False,,False,,False,False,False,False,False,,True,219.0,255.06,False,-0.025582215949188414,0.012232415902140747,-0.03944169999215874,False,False,False
BIDU,2026-01-02,0.1062299096892698,390,144.54,150.27,147.71,143.5,146.32,0.012314930123149326,0.6698337292161491,0.013118131868131822,0.09909368249938776,148.75,206,True,76.0,True,231.0,True,True,True,False,False,0.0034285714285713365,False,,,False,,,,False,False,False
OPEN,2026-01-09,0.10342146189735611,390,7.095,7.275,7.72,7.08,7.655,0.0789288231148697,0.8984375000000008,0.03089321692411018,0.20319303338171293,7.92,167,True,69.0,False,,False,False,False,False,False,,False,,,False,,,,True,False,False
USAR,2026-01-26,0.23375050464271285,390,30.56,26.712,32.07,27.12,27.2199,-0.10929646596858633,0.0201818181818178,0.1399715639810426,0.0,32.07,0,False,,False,,False,False,False,False,False,,True,214.0,29.3476,False,-0.08980632147092094,0.00825961918521445,-0.1208821164251932,False,False,False
SNDK,2026-01-30,0.20754681995178959,390,651.23,576.005,676.69,602.5,609.22,-0.06450869892357536,0.09057824504650253,0.08668989862418541,0.0,676.69,1,False,,False,,False,False,False,False,False,,False,,,False,,,,False,False,False
PLTR,2026-02-03,0.1170140768814294,390,165.05,157.889,165.078,154.25,155.945,-0.05516510148439879,0.15653860362024313,0.06392002423508036,0.0,165.078,0,False,,False,,False,False,False,False,False,,False,,,False,,,,False,False,False
SMCI,2026-02-04,0.11054937647455354,390,32.95,33.75,34.94,31.7,33.69,0.02245827010622148,0.6141975308641974,0.054031926781553996,0.06781524926686167,34.94,13,False,,False,,False,False,False,False,False,,True,322.0,33.395,False,0.01063033388231771,0.027399311274142857,-0.00044916903728109414,False,False,False
HUT,2026-02-06,0.10139388489208656,390,48.99,53.0,49.86,46.78,49.29,0.006123698714023185,0.8149350649350647,0.03694631557460715,0.01948785906380307,51.59,207,True,65.0,True,314.0,True,True,True,True,True,0.02074045357627452,True,248.0,51.155,True,0.03606685563483536,0.03782621444629064,-0.003616459779102743,False,False,False
CRDO,2026-02-10,0.14314075034438045,390,141.075,134.671,142.0,131.2601,136.285,-0.03395357079567596,0.46787214033650215,0.06546163388268644,0.0,142.0,0,False,,False,,False,False,False,False,False,,True,210.0,138.7849,False,-0.029642273763212046,0.00248658175349048,-0.039921490018006156,False,False,False
MRVL,2026-03-06,0.11938424947145876,390,84.715,89.5,89.7,83.4,89.51,0.05660154636132919,0.9698412698412702,0.01227809048034545,0.30028807615230413,92.49,206,True,105.0,True,215.0,False,False,False,False,False,0.004216672072656524,True,285.0,91.63,False,-0.023245661901124093,0.002073556695405321,-0.032958638000654794,True,True,True
NBIS,2026-03-16,0.1044710048694113,390,124.75,129.82,132.1,124.423,129.095,0.03482965931863724,0.6085710564022406,0.02925227220652271,0.15172678702377992,132.3,197,True,197.0,False,,False,False,True,False,False,,True,339.0,131.07,False,-0.00953688868543523,0.007934691386282333,-0.02104753185320829,False,False,False
APLD,2026-04-08,0.12966640190627476,390,28.445,27.84,29.39,27.375,28.06,-0.013534891896642698,0.339950372208436,0.051419667590027696,0.0,29.39,0,False,,False,,False,False,False,False,False,,True,240.0,28.395,False,-0.01954569466455358,0.007571755590773055,-0.03680225391794323,False,False,False
