timestamp,open,high,low,close,volume,vwap,transactions,otc,ticker
2020-08-10 04:00:00,190.67,192.61,189.66,190.5,18110705.0,191.0382,126584,,GLD
2020-08-11 04:00:00,187.36,190.25,178.65,179.32,44265234.0,182.0825,328379,,GLD
2020-08-12 04:00:00,181.87,183.14,178.4,180.57,27034053.0,181.5797,182982,,GLD
2020-08-13 04:00:00,181.24,184.7,180.23,183.86,17611929.0,182.9571,126764,,GLD
2020-08-14 04:00:00,183.03,183.78,181.49,183.24,11275237.0,182.5574,79773,,GLD
2020-08-17 04:00:00,183.66,187.01,182.59,186.28,15245102.0,186.0589,114379,,GLD
2020-08-18 04:00:00,188.33,189.4,185.63,188.36,15699156.0,188.0324,125252,,GLD
2020-08-19 04:00:00,186.81,187.71,180.78,181.1,23609462.0,183.9384,185720,,GLD
2020-08-20 04:00:00,181.78,183.71,180.79,183.41,15112917.0,182.3876,106996,,GLD
2020-08-21 04:00:00,182.43,183.17,179.6,182.03,12343451.0,181.7645,89923,,GLD
2020-08-24 04:00:00,182.92,184.19,180.0,181.29,11401503.0,181.6375,75091,,GLD
2020-08-25 04:00:00,181.25,181.65,179.731,181.22,9935462.0,180.4498,78238,,GLD
2020-08-26 04:00:00,180.13,183.85,178.75,183.41,11984378.0,182.2205,90308,,GLD
2020-08-27 04:00:00,182.87,185.85,179.37,181.1,15811342.0,181.5655,124814,,GLD
2020-08-28 04:00:00,183.1,185.4,182.37,184.7,12716423.0,184.4166,102305,,GLD
2020-08-31 04:00:00,184.02,185.64,183.81,184.83,8945947.0,185.0098,71402,,GLD
2020-09-01 04:00:00,187.06,187.1,184.33,185.29,10467603.0,185.391,75561,,GLD
2020-09-02 04:00:00,184.27,185.15,181.5,182.64,11291153.0,182.434,91579,,GLD
2020-09-03 04:00:00,181.85,182.82,180.49,180.97,10718111.0,181.5763,86984,,GLD
2020-09-04 04:00:00,181.69,183.05,179.99,181.8,11127127.0,180.9903,96131,,GLD
2020-09-08 04:00:00,181.34,182.27,179.02,181.29,12952891.0,180.6889,95309,,GLD
2020-09-09 04:00:00,181.37,183.22,180.3,182.95,7698084.0,182.7727,64137,,GLD
2020-09-09 19:11:00,183.035,184.68,182.55,182.73,8620578.0,183.6761,67585,,GLD
2020-09-10 19:11:00,182.755,183.5499,182.005,182.16,7294875.0,182.7108,59414,,GLD
2020-09-11 19:11:00,182.16,182.5,182.14,182.5,1352287.0,182.3241,9476,,GLD
2020-09-13 19:11:00,182.71,184.3,182.28,183.85,6398861.0,183.7605,46574,,GLD
2020-09-14 19:11:00,183.845,185.2,182.92,183.59,7644847.0,183.7121,56002,,GLD
2020-09-15 19:11:00,183.595,185.36,183.26,183.75,10990580.0,184.3103,75304,,GLD
2020-09-16 19:11:00,183.73,184.25,181.48,182.555,9391045.0,182.7676,57734,,GLD
2020-09-17 19:11:00,182.565,184.09,182.54,183.2899,8667415.0,183.2124,55242,,GLD
2020-09-18 19:11:00,183.28,183.6,182.74,183.6,1664188.0,183.1917,8954,,GLD
2020-09-20 19:11:00,182.71,182.71,176.75,179.445,14722263.0,178.7472,111460,,GLD
2020-09-21 19:11:00,179.45,180.23,178.05,178.8,7908048.0,179.0303,63456,,GLD
2020-09-22 19:11:00,178.795,178.86,174.1,174.69,15163171.0,175.7239,118893,,GLD
2020-09-23 19:11:00,174.69,176.235,173.53,175.06,12378957.0,174.9057,91614,,GLD
2020-09-24 19:11:00,175.068,175.8,173.89,175.2303,6807260.0,174.9356,53073,,GLD
2020-09-25 19:11:00,175.241,175.3,174.39,174.4,1670430.0,175.0332,11106,,GLD
2020-09-27 19:11:00,174.51,176.805,173.6,176.6,4977336.0,175.9224,43538,,GLD
2020-09-28 19:11:00,176.59,178.33,176.3,178.0,8537387.0,177.3898,61869,,GLD
2020-09-29 19:11:00,177.9999,178.61,176.65,177.38,8066830.0,177.7334,61950,,GLD
2020-09-30 19:11:00,177.4,179.5,176.96,179.17,9638300.0,178.6324,63501,,GLD
2020-10-01 19:11:00,179.161,182.98,178.16,178.665,7360076.0,178.735,55254,,GLD
2020-10-02 19:11:00,178.69,179.0,178.21,178.68,1467937.0,178.6719,10964,,GLD
2020-10-04 19:11:00,177.7,180.14,177.6,179.57,5248793.0,179.6191,40795,,GLD
2020-10-05 19:11:00,179.575,180.37,177.415,177.84,7823389.0,179.111,59452,,GLD
2020-10-06 19:11:00,177.84,177.95,176.04,177.11,7334928.0,177.1479,58496,,GLD
2020-10-07 19:11:00,177.13,178.82,176.67,177.64,6409642.0,177.4354,47153,,GLD
2020-10-08 19:11:00,177.65,181.17,177.6101,180.87,9965882.0,180.4564,80011,,GLD
2020-10-09 19:11:00,180.87,181.4,180.86,181.4,3761702.0,181.0558,9947,,GLD
2020-10-11 19:11:00,180.88,181.05,180.12,180.56,4150982.0,180.5496,34546,,GLD
2020-10-12 19:11:00,180.56,180.71,177.1,177.7721,7293041.0,178.0569,58960,,GLD
2020-10-13 19:11:00,177.75,179.59,177.43,178.69,8238353.0,178.719,60149,,GLD
2020-10-14 19:11:00,178.69,179.075,177.42,178.835,6646199.0,178.4329,48276,,GLD
2020-10-15 19:11:00,178.84,179.67,178.13,178.465,6749629.0,178.7053,44313,,GLD
2020-10-16 19:11:00,178.465,178.48,178.11,178.3,1459438.0,178.3179,9982,,GLD
