timeframe,ticker,date,event,duration,macd_slope,signal_slope,slope_norm,macd_level,signal_level,both_above_zero,line_shape,return_1,short_mfe_1,short_mae_1,return_2,short_mfe_2,short_mae_2,return_4,short_mfe_4,short_mae_4,return_8,short_mfe_8,short_mae_8,recross_two_bars,fails_two_bars,cross_macd_slope,cross_signal_slope,return_3,short_mfe_3,short_mae_3,return_5,short_mfe_5,short_mae_5,return_10,short_mfe_10,short_mae_10,slope_quartile
Weekly,AMD,2022-08-19,early_rising_blue,3,0.09875782575808717,0.03698281811546264,3.390143611863873,-0.17210092195087423,-0.34914863235620414,False,MACD leads signal,-0.04971339239187067,0.05263157894736836,0.017195414278269983,-0.1637311099531007,0.1816571130797291,0.017195414278269983,-0.20260552371026574,0.22167795726941109,0.017195414278269983,-0.4169880145909328,0.43126628452318916,0.017195414278269983,True,False,,,,,,,,,,,,Q4 steep
Weekly,AMD,2022-12-02,early_rising_blue,3,0.11606189353839186,0.04466364290464485,3.9382438600034946,0.11692512662922486,-0.09247304358466743,False,MACD leads signal,-0.0852227260602827,0.0861563083488931,0.0025340090690850747,-0.1276340357428648,0.13576953854361173,0.0030674846625764474,-0.13616964523873043,0.17364630568151507,0.0030674846625764474,0.005601493731661744,0.19911976527073894,0.02800480128034155,True,False,,,,,,,,,,,,Q4 steep
Weekly,AMD,2023-03-03,early_rising_blue,3,0.01751465172501296,0.007200459613969271,0.5081326615199236,0.16932541813680047,0.13634883077506996,True,MACD leads signal,0.014106967615309163,0.010488223748773229,0.07715897939156036,0.20019627085377834,0.0368621197252208,0.21135917566241424,0.20228164867517195,0.0368621197252208,0.2565014720314034,0.09629538763493639,0.0368621197252208,0.2565014720314034,True,False,,,,,,,,,,,,Q1 weak
Weekly,AMD,2023-12-01,early_rising_blue,3,0.07901538631749615,0.02351395789070994,2.399073078874512,-0.01772386698585765,-0.13981163536217908,False,MACD leads signal,0.06203146881950716,0.04135431254633826,0.07916632342038055,0.1463052969766867,0.04135431254633826,0.16830051898838438,0.21435044072823128,0.04135431254633826,0.24433643627975954,0.46016970096383547,0.04135431254633826,0.5233544773045555,True,False,,,,,,,,,,,,Q3
Weekly,AMD,2024-07-05,early_rising_blue,3,0.053485620888755886,0.016518381296979773,1.0100676452280972,-0.3465445775811526,-0.4304711563265618,False,MACD leads signal,0.05648632926119834,-0.0076788830715532885,0.08947062245491555,-0.11820826061663758,0.12379290285049449,0.08947062245491555,-0.22920302501454337,0.24235020360674808,0.08947062245491555,-0.1357766143106457,0.2913030831879,0.08947062245491555,True,False,,,,,,,,,,,,Q1 weak
Weekly,AMD,2025-04-04,early_rising_blue,3,0.04891466810100434,0.015452980106518216,1.6660706329607464,-0.3765540050631344,-0.45072636536551597,False,MACD leads signal,0.0890858208955223,0.10820895522388063,0.1416744402985073,0.020289179104477473,0.10820895522388063,0.1416744402985073,0.15205223880596996,0.10820895522388063,0.1672108208955223,0.2911613805970148,0.10820895522388063,0.4286380597014925,True,False,,,,,,,,,,,,Q2
Weekly,AMD,2026-02-20,early_rising_blue,3,0.03596894925681109,0.018453235512633753,0.8428867401191709,-0.004279014072174084,-0.08025710047698237,False,MACD and signal aligned,0.0002997751686235617,0.02997751686235328,0.08273794654009503,-0.038571071696227865,0.05960529602797904,0.08273794654009503,0.005895578316262862,0.05960529602797904,0.08273794654009503,0.390906819885086,0.05960529602797904,0.40419685236072955,True,False,,,,,,,,,,,,Q1 weak
Weekly,AMD,2026-04-24,early_rising_blue,3,0.06006228517291248,0.01693208239884226,1.1954154940922712,0.07644505147018708,-0.016220055388803042,False,MACD leads signal,0.03660044277047825,0.10870877778097232,0.04306949196400334,0.30873177884477165,0.10870877778097232,0.3118944251171618,0.3441534170955407,0.10870877778097232,0.3841177654466519,0.5450102067220608,0.10870877778097232,0.6053879991949627,True,False,,,,,,,,,,,,Q2
Weekly,AMD,2021-09-24,bearish_crossover,8,0.041517724877613384,0.02030245040621093,2.320009271597454,0.14404395012121246,0.14922548505079175,True,MACD leads signal,-0.031663516068052844,0.05661625708884688,0.024952741020793923,-0.0069943289224951855,0.05661625708884688,0.024952741020793923,0.13251417769376173,0.05661625708884688,0.14896030245746705,0.4689035916824196,0.05661625708884688,0.5017958412098298,False,True,-0.0465294579252179,-0.0012953837323948225,,,,,,,,,,Q4 steep
Weekly,AMD,2021-12-17,bearish_crossover,6,0.07427006524594824,0.02409621621052583,1.5571761216650986,0.09852297185477987,0.17569574785919292,True,MACD leads signal,0.06090744101633394,0.030707803992740423,0.08180036297640658,0.04464609800362984,0.030707803992740423,0.13778584392014515,-0.006315789473684275,0.09234119782214156,0.13778584392014515,-0.17836660617059885,0.2787658802177859,0.13778584392014515,False,True,-0.12793569203009536,-0.019293194001103242,,,,,,,,,,Q2
Weekly,AMD,2022-04-29,bearish_crossover,6,0.0173450246157425,0.005719036992656634,0.501183606641681,-0.31537501632311327,-0.298619051669237,False,MACD leads signal,0.11482694106641733,0.002337464920486476,0.16569223573433112,0.11225444340505164,0.026309635173058954,0.16569223573433112,0.1957436856875585,0.026309635173058954,0.21866230121608976,0.018241347053320922,0.07121141253507934,0.2812207670720299,False,True,-0.029845427237554345,-0.004188991163469102,,,,,,,,,,Q1 weak
Weekly,AMD,2022-10-07,bearish_crossover,9,0.08814238797194815,0.0400956081487004,2.9184215669102165,-0.10056073469952159,-0.08629223155489944,False,MACD leads signal,-0.042778918548939115,0.06622176591375761,0.029089664613278554,0.006502395619438772,0.06622176591375761,0.03507871321013023,0.06416837782340856,0.06622176591375761,0.09394250513347036,0.2830253251197812,0.06622176591375761,0.35574948665297756,False,True,-0.07955362234627927,-0.003567125786155534,,,,,,,,,,Q4 steep
Weekly,AMD,2023-01-20,bearish_crossover,9,0.10611465107805282,0.04140933498491211,3.1281313192856084,0.12133353341205971,0.1341778864419648,True,MACD leads signal,0.07606679035250474,-0.020979020979021268,0.10003996003996019,0.22862851434280018,-0.020979020979021268,0.2692850007135723,0.12030826316540622,-0.020979020979021268,0.2692850007135723,0.3963179677465394,-0.020979020979021268,0.40930498073355226,False,True,-0.04239498068462255,-0.0032110882574762634,,,,,,,,,,Q4 steep
Weekly,AMD,2023-07-07,bearish_crossover,20,0.0345682067854379,0.0195931516406826,0.9545436046287503,0.48707131700777534,0.4985609975260311,True,MACD and signal aligned,0.024476451356366447,0.0324290889811788,0.07908456304674383,-0.01961650614120347,0.034726517628346776,0.07908456304674383,0.023416099673058133,0.05116196871962542,0.07908456304674383,-0.03287090218255717,0.1200848281346647,0.07908456304674383,False,True,-0.04446278825529998,-0.002872420129563902,,,,,,,,,,Q1 weak
Weekly,AMD,2024-03-15,bearish_crossover,17,0.0897335464195007,0.04217583701639847,2.5849214438782426,0.4280188609095174,0.45398453333508104,True,MACD leads signal,-0.05971945985554272,0.08929132209777035,0.012770857322307094,-0.055322935203600876,0.09975923793572705,0.012770857322307094,-0.14539935098921808,0.1530147597613316,0.012770857322307094,-0.20485711294881193,0.2612006699466136,0.012770857322307094,False,True,-0.06369105831394967,-0.006491418106390867,,,,,,,,,,Q4 steep
Weekly,AMD,2024-11-15,bearish_crossover,21,0.04499275030738241,0.023110372707174764,1.464983258393333,-0.04673878000172027,-0.01111392738293843,False,MACD and signal aligned,0.025574499629354985,-0.00022238695329868108,0.044477390659747984,0.016864343958487904,0.014381022979985114,0.058561897702001486,-0.05922905856189775,0.07509266123054126,0.06834692364714612,-0.13980726464047444,0.15159303187546325,0.06834692364714612,False,True,-0.05558918459183408,-0.008906213154695463,,,,,,,,,,Q2
Weekly,AMD,2025-09-19,bearish_crossover,26,0.07796891027782303,0.04737364893561815,2.145691554594565,0.8497568617309121,0.8648626641242612,True,MACD and signal aligned,0.013152042696486621,0.016584281085202268,0.048986593811551016,0.04625452697121801,0.016584281085202268,0.08685431094732832,0.4809073003367432,0.016584281085202268,0.5324988881123325,0.5681428299129552,0.016584281085202268,0.6969305546731053,False,True,-0.07853013440560752,-0.0037764505983372,,,,,,,,,,Q3
Weekly,AMD,2026-03-27,bearish_crossover,7,0.048251048077334414,0.01571437858479363,1.0057266800771238,-0.05760515700656782,-0.0492489264286383,False,MACD leads signal,0.07678597950393584,0.045175503737808764,0.07817218674191784,0.21312936283974437,0.045175503737808764,0.2356057230555968,0.7219169265805236,0.045175503737808764,0.7475617604831921,1.314520520817862,0.045175503737808764,1.3833358087034013,True,True,-0.013497372007960001,-0.0020890576444823894,,,,,,,,,,Q1 weak
Weekly,AMD,2026-07-02,bearish_crossover,12,0.06343083814603535,0.02831923937224745,1.192862562413523,0.2858914957382083,0.2885207600989678,True,MACD leads signal,0.0773821018886871,0.03798617280135963,0.10559653933799384,-0.04260167625815936,0.11125487621181118,0.10887953342860457,-0.08047197867985023,0.18112162527519216,0.10887953342860457,,,,False,True,-0.028986778422195714,-0.0006573160901898745,,,,,,,,,,Q1 weak
Weekly,AMKR,2022-01-21,early_rising_blue,3,0.0390822449747989,0.01725768859301169,1.3944751292647026,-0.08027989115669261,-0.1552610999027807,False,MACD leads signal,-0.026851851851851904,0.08425925925925926,0.03981481481481475,-0.029629629629629672,0.08425925925925926,0.03981481481481475,0.08611111111111103,0.08425925925925926,0.15902777777777777,0.08981481481481479,0.08518518518518514,0.15902777777777777,True,False,,,,,,,,,,,,Q2
Weekly,AMKR,2022-07-29,early_rising_blue,3,0.09434530161783397,0.027818923865013306,3.133747549232642,-0.1068405968204999,-0.25533852649542427,False,MACD leads signal,0.12295488349033201,0.01784828953891937,0.148487853247397,0.12741695587506174,0.01784828953891937,0.148487853247397,0.03470500743678717,0.01784828953891937,0.148487853247397,-0.15369360436291524,0.17005453644025792,0.148487853247397,True,False,,,,,,,,,,,,Q4 steep
Weekly,AMKR,2022-12-02,early_rising_blue,3,0.08346742842862634,0.025318360317723443,2.7974790546808577,0.33493542905879914,0.20731076209732963,True,MACD leads signal,-0.07011866235167208,0.07263574253865512,0.0001797914419274793,-0.09385113268608414,0.10697590794678169,0.0001797914419274793,-0.137720244516361,0.15821646889608054,0.0001797914419274793,0.06796116504854366,0.15821646889608054,0.1276519237684286,True,False,,,,,,,,,,,,Q4 steep
Weekly,AMKR,2023-06-23,early_rising_blue,3,0.04558894649822151,0.014673292364283774,1.1746118236585772,-0.10776855711773087,-0.1804238333260847,False,MACD leads signal,0.14864864864864868,-0.004633204633204713,0.1677606177606179,0.0791505791505791,-0.004633204633204713,0.1677606177606179,0.0806949806949806,-0.004633204633204713,0.1677606177606179,-0.02895752895752901,0.05250965250965245,0.1677606177606179,True,False,,,,,,,,,,,,Q2
Weekly,AMKR,2023-12-15,early_rising_blue,3,0.12895055758307875,0.04947203255439486,3.269829365297107,0.0493231479666425,-0.18852954034156671,False,MACD leads signal,0.006287425149700709,0.022455089820359264,0.018862275449101906,-0.0038922155688621007,0.022455089820359264,0.031137724550898138,-0.09820359281437119,0.11227544910179643,0.031137724550898138,-0.06586826347305386,0.13652694610778437,0.031137724550898138,True,False,,,,,,,,,,,,Q4 steep
Weekly,AMKR,2024-06-21,early_rising_blue,3,0.06703047077814354,0.024203920187889864,1.716068806156127,0.11584029168709833,-0.003593177196326361,False,MACD leads signal,0.043274244004171125,0.03884254431699696,0.06693952033368089,0.0443169968717414,0.03884254431699696,0.09124087591240881,0.036757038581856305,0.03884254431699696,0.16944734098018777,-0.15119916579770587,0.306657977059437,0.16944734098018777,True,False,,,,,,,,,,,,Q2
Weekly,AMKR,2025-05-02,early_rising_blue,3,0.2616777455184643,0.08819820120769195,5.655305026610088,-0.23865411451050023,-0.6756774173140208,False,MACD leads signal,0.0011025358324145973,0.05292171995589856,0.005512679162072542,0.08765159867695704,0.05292171995589856,0.11797133406835725,-0.006615214994487362,0.05292171995589856,0.11797133406835725,0.16593164277839012,0.05292171995589856,0.17475192943770668,True,False,,,,,,,,,,,,Q4 steep
Weekly,AMKR,2025-09-26,early_rising_blue,3,0.025742948097805085,0.007001324065789766,0.9224590197389541,0.5194188839964652,0.4800059026926265,True,MACD leads signal,0.012230835486649383,0.03423944875107665,0.03944875107665813,-0.02635658914728667,0.03423944875107665,0.15555555555555567,0.12902670111972458,0.03423944875107665,0.15555555555555567,0.10422049956933677,0.03423944875107665,0.31679586563307494,True,False,,,,,,,,,,,,Q1 weak
Weekly,AMKR,2026-05-08,early_rising_blue,3,0.08799586867140421,0.024826292801366237,1.8359213650189936,-0.027089329909930737,-0.15566005534774527,False,MACD leads signal,-0.08171257016055355,0.10612191619892963,0.026496540921550737,-0.14175695078971418,0.18483226732802505,0.026496540921550737,-0.15219945176869853,0.18483226732802505,0.037723534786581414,-0.09084975851716481,0.18483226732802505,0.2619762433102728,True,False,,,,,,,,,,,,Q3
Weekly,AMKR,2021-10-15,bearish_crossover,11,0.046204231837795984,0.025937143530650526,2.9540911879587286,0.18690269983493973,0.24614468124551966,True,MACD and signal aligned,0.004055881027489772,0.013970256872465225,0.06264082920234326,-0.012167643082469537,0.023884632717440346,0.06849932401982883,0.050022532672374886,0.023884632717440346,0.08787742226228024,0.05407841369986466,0.04326273095989186,0.15943668319062643,False,True,-0.0941085532353984,-0.014810495352644976,,,,,,,,,,Q4 steep
Weekly,AMKR,2022-04-14,bearish_crossover,14,0.02304379565110059,0.008298710496685477,0.8236363991436692,-0.10429195422947998,-0.09497460765282674,False,MACD leads signal,0.02284803400637614,0.004782146652497321,0.09829968119022325,-0.0005313496280553442,0.02284803400637614,0.09829968119022325,0.029755579171094615,0.04091392136025507,0.09829968119022325,0.0005313496280552332,0.04091392136025507,0.11583421891604684,False,True,-0.03667225041000172,-0.0023293366441633073,,,,,,,,,,Q1 weak
Weekly,AMKR,2022-10-07,bearish_crossover,12,0.10587396937687772,0.052792008338393634,3.4233266676342455,0.24559709465213336,0.27909198343214314,True,MACD leads signal,-0.0385044642857143,0.07533482142857151,0.005580357142856984,0.08203125,0.07533482142857151,0.08565848214285698,0.1752232142857142,0.07533482142857151,0.2243303571428572,0.5518973214285712,0.07533482142857151,0.6238839285714286,False,True,-0.07782684743103718,-0.008373722195002431,,,,,,,,,,Q4 steep
Weekly,AMKR,2023-01-06,bearish_crossover,7,0.0739203431668046,0.022710327510896598,2.0884875561512906,0.31208335863898345,0.31352164800929294,True,MACD leads signal,0.1328952172325666,-0.008944870390653614,0.14494341000365085,0.059875867104782765,-0.008944870390653614,0.14494341000365085,0.10441767068273089,-0.008944870390653614,0.14567360350492864,-0.02884264330047459,0.10040160642570284,0.14567360350492864,False,True,-0.04332894584189151,-0.00035957234257733006,,,,,,,,,,Q3
Weekly,AMKR,2023-09-01,bearish_crossover,12,0.05445190590527671,0.02850922979421172,1.557295255181459,0.10467870807397908,0.11517336113113774,True,MACD and signal aligned,-0.19034090909090906,0.20205965909090917,0.014204545454545414,-0.20987215909090906,0.22833806818181812,0.014204545454545414,-0.19744318181818177,0.22833806818181812,0.014204545454545414,-0.2624289772727273,0.2689985795454545,0.014204545454545414,False,True,-0.03996727759074614,-0.002623663264289658,,,,,,,,,,Q2
Weekly,AMKR,2024-02-23,bearish_crossover,12,0.13043142937261099,0.05735442867807407,2.7956999897567085,0.23178322016599778,0.2792188607843454,True,MACD leads signal,0.08107224583197126,0.02517162471395884,0.09447531873161163,0.1408957175547565,0.02517162471395884,0.20954560313828052,0.0346518470088264,0.02517162471395884,0.20954560313828052,-0.06832298136645965,0.0799280810722458,0.20954560313828052,False,True,-0.06214326750366317,-0.011858910154586899,,,,,,,,,,Q4 steep
Weekly,AMKR,2024-08-02,bearish_crossover,8,0.07154189280121467,0.03395222126612552,2.1478678987918003,0.21659385719401858,0.22171552434556144,True,MACD leads signal,0.10897659797415304,0.071023402025847,0.11316800558854356,0.137268599371289,0.071023402025847,0.15543136570031435,0.14914425427872868,0.071023402025847,0.1823262312259868,0.07893817673768777,0.071023402025847,0.1823262312259868,False,True,-0.12833965365837818,-0.0012804167878856798,,,,,,,,,,Q3
Weekly,AMKR,2024-11-08,bearish_crossover,3,0.0349927900530668,0.006683640452366857,0.7659708367655427,-0.2881849340130234,-0.28554624793758393,False,MACD leads signal,-0.07931286549707595,0.08552631578947367,-0.006578947368421018,-0.029970760233918092,0.08589181286549696,-0.006578947368421018,-0.039473684210526216,0.08589181286549696,0.0007309941520468044,-0.030336257309941494,0.0935672514619883,0.004020467836257202,False,True,-0.027047479577178735,-0.0006596715188598723,,,,,,,,,,Q1 weak
Weekly,AMKR,2025-08-15,bearish_crossover,17,0.2400500665126294,0.11312593296818958,8.367531684771212,0.4634637160057744,0.4713503706977268,True,MACD leads signal,0.01388888888888884,0.04292929292929304,0.03240740740740744,0.018097643097643168,0.04292929292929304,0.043560606060605966,0.07154882154882158,0.04292929292929304,0.0772306397306397,0.18939393939393945,0.04292929292929304,0.41161616161616155,False,True,-0.01210215812467963,-0.0019716636729880666,,,,,,,,,,Q4 steep
Weekly,AMKR,2025-12-19,bearish_crossover,14,0.044959974686208284,0.02382866609434055,1.5107968132765561,0.7536167230645049,0.7670442790202476,True,MACD and signal aligned,0.004951720722951247,0.012379301807378118,0.03478583807873248,0.06263926714533308,0.022777915325575715,0.06981926219361223,0.18841297350829422,0.022777915325575715,0.3417999504827929,0.1755384996286209,0.022777915325575715,0.41346868036642737,False,True,-0.03912882401885953,-0.0033568889889354914,,,,,,,,,,Q2
Weekly,AMKR,2026-07-10,bearish_crossover,11,0.08308126375808844,0.02231100958393058,2.218626620299358,-0.040954590528110554,-0.007025365375472417,False,MACD leads signal,-0.10685398041719885,0.17879948914431676,0.027387540797502608,-0.07818930041152272,0.17879948914431676,0.027387540797502608,-0.2314460053923656,0.3946360153256705,0.027387540797502608,,,,False,True,-0.04894329142030704,-0.008482306288159536,,,,,,,,,,Q3
Weekly,APLD,2022-09-02,early_rising_blue,3,0.05090385578943386,0.020595701823918566,1.5904187275469432,-0.07238279841330747,-0.16850668645661632,False,MACD leads signal,0.008928571428571175,0.14285714285714302,0.02678571428571419,-0.04017857142857151,0.1517857142857144,0.05803571428571419,-0.24107142857142871,0.3526785714285715,0.05803571428571419,-0.008928571428571397,0.3526785714285715,0.05803571428571419,True,False,,,,,,,,,,,,Q2
Weekly,APLD,2023-02-03,early_rising_blue,3,0.04690316687959967,0.01411785060374833,2.186221927483317,0.1000629552729415,0.027304697115432548,True,MACD leads signal,-0.03951367781155013,0.08814589665653494,0.07902735562310026,-0.04863221884498481,0.13981762917933127,0.07902735562310026,-0.18541033434650456,0.23100303951367784,0.07902735562310026,-0.31914893617021267,0.47112462006079026,0.07902735562310026,True,False,,,,,,,,,,,,Q3
Weekly,APLD,2023-12-29,early_rising_blue,3,0.07470860574283535,0.02731339075307715,2.0325904476957923,-0.14545245745956273,-0.2778137670059192,False,MACD leads signal,0.09347181008902083,0.05637982195845692,0.10979228486646897,0.1112759643916914,0.05637982195845692,0.2833827893175074,-0.2537091988130563,0.314540059347181,0.2833827893175074,-0.39985163204747776,0.4250741839762612,0.2833827893175074,True,False,,,,,,,,,,,,Q3
Weekly,APLD,2024-06-14,early_rising_blue,3,0.08146002720425896,0.026952588476814726,2.270293129754125,-0.1368151863873167,-0.270187374295293,False,MACD leads signal,0.1870967741935483,-0.0021505376344086446,0.3301075268817202,0.27956989247311825,-0.0021505376344086446,0.5548387096774192,0.33333333333333326,-0.0021505376344086446,0.5548387096774192,-0.16129032258064524,0.22580645161290325,0.5548387096774192,True,False,,,,,,,,,,,,Q3
Weekly,APLD,2024-10-18,early_rising_blue,3,0.0629784160978124,0.02275850700001532,1.2849446450652884,0.28587370865191064,0.17512173570200232,True,MACD leads signal,-0.017114914425427896,0.06112469437652812,0.15892420537897323,-0.2102689486552567,0.23716381418092902,0.15892420537897323,-0.11613691931540338,0.27444987775061125,0.15892420537897323,0.08801955990220067,0.27444987775061125,0.3753056234718828,True,False,,,,,,,,,,,,Q2
Weekly,APLD,2025-06-20,early_rising_blue,3,0.11364240620369064,0.042427386576022075,2.5229343388160923,-0.05393735591894702,-0.25545179790571576,False,MACD leads signal,0.004840271055179146,0.08906098741529522,0.06098741529525653,0.011616650532429773,0.08906098741529522,0.06098741529525653,0.1548886737657309,0.1268151016456922,0.17618586640851897,0.3639883833494675,0.1268151016456922,0.5343659244917716,True,False,,,,,,,,,,,,Q3
Weekly,APLD,2026-02-13,early_rising_blue,3,0.09335868980539572,0.03800676377405973,2.0720736231470784,0.07316333737135518,-0.10003007592245983,False,MACD leads signal,-0.1768707482993198,0.19600340136054428,-0.017006802721088454,-0.22704081632653061,0.2609126984126985,-0.017006802721088454,-0.23327664399092973,0.3081065759637188,-0.017006802721088454,-0.25566893424036274,0.4331065759637188,-0.017006802721088454,True,False,,,,,,,,,,,,Q3
Weekly,APLD,2026-05-15,early_rising_blue,3,0.09551946931799726,0.028801440323642534,1.9467763252249939,0.08830281828087667,-0.060767669014230016,False,MACD leads signal,0.07777255639097724,0.16165413533834594,0.14128759398496227,0.11090225563909772,0.16165413533834594,0.19184680451127822,0.00328947368421062,0.16165413533834594,0.19184680451127822,-0.26809210526315796,0.2967575187969925,0.19184680451127822,True,False,,,,,,,,,,,,Q3
Weekly,APLD,2022-12-16,bearish_crossover,17,0.03723331923200012,0.017575547917047917,2.6187842917127417,0.01148893003759937,0.026110175248395543,True,MACD leads signal,0.19254658385093149,0.09937888198757772,0.19254658385093149,0.1428571428571428,0.09937888198757772,0.2049689440993787,0.329192546583851,0.09937888198757772,0.4285714285714284,0.9627329192546583,0.09937888198757772,1.3198757763975153,False,True,-0.021778681877939805,-0.003655311302699041,,,,,,,,,,Q4 steep
Weekly,APLD,2023-07-28,bearish_crossover,27,0.04970022186924985,0.02778318965622612,1.8739431617182791,0.6986833177682905,0.7263744523744144,True,MACD and signal aligned,-0.1717171717171716,0.18022328548644329,0.07389686337054768,-0.2503987240829346,0.2704518872939925,0.07389686337054768,-0.37586390217969157,0.4247740563530037,0.07389686337054768,-0.4375332270069112,0.4875066454013822,0.07389686337054768,False,True,-0.047638762917504685,-0.006922783651530984,,,,,,,,,,Q3
Weekly,APLD,2024-03-01,bearish_crossover,11,0.07354099186833409,0.036051571884656346,1.6171337275299447,-0.05038350756299556,-0.00974957716300706,False,MACD leads signal,0.09026128266033262,0.05460807600950113,0.13539192399049882,0.06888361045130642,0.05460807600950113,0.13539192399049882,0.016627078384798155,0.05460807600950113,0.18171021377672192,-0.3016627078384798,0.43942992874109266,0.18171021377672192,False,True,-0.053421157473135056,-0.010158482599997127,,,,,,,,,,Q2
Weekly,APLD,2024-08-23,bearish_crossover,12,0.08639922975875226,0.04610477607145097,2.0389324697907516,0.19394757219242384,0.1946578772028439,True,MACD and signal aligned,-0.19780219780219777,0.265934065934066,0.0923076923076922,0.0,0.3384615384615385,0.2549450549450549,0.32307692307692304,0.3384615384615385,0.4725274725274726,0.7978021978021979,0.3384615384615385,0.9307692307692308,False,True,-0.05490606701019665,-0.00017757625260497734,,,,,,,,,,Q3
